CustomerID,Customer,Segment,CityID
357,Silvana Leguizamon,Consumer,8
358,Silvana Orellana,Consumer,8
359,Silvina Pereyra,Consumer,8
360,Susana Caballero,Consumer,8
361,Teresa Moyano,Consumer,8
362,Teresa Robles,Consumer,8
363,Valeria Cabral,Consumer,8
364,Vanesa Guerrero,Consumer,8
365,Veronica Oliva,Consumer,8
366,Vicente Almiron,Consumer,8
367,Vicente Avalos,Consumer,8
368,Victor Ayala,Consumer,8
369,Victor Mendez,Consumer,8
370,Viviana Alvarez,Consumer,8
371,Yolanda Ramirez,Consumer,8
372,Adolfo Segovia,Consumer,9
373,Agustin Santillan,Consumer,9
374,Alejandro Valdez,Consumer,9
375,Alfredo Juarez,Consumer,9
376,Alfredo Lezcano,Consumer,9
377,Alicia Carabajal,Consumer,9
378,Alicia Rosales,Consumer,9
379,Ana Cortez,Consumer,9
380,Ariel Gimenez,Consumer,9
381,Ariel Veron,Consumer,9
382,Armando Barrios,Consumer,9
383,Beatriz Jara,Consumer,9
384,Beatriz Valdez,Consumer,9
385,Cristina Roldan,Consumer,9
386,Daniel Coria,Consumer,9
387,David Gauna,Consumer,9
388,Dora Lezcano,Consumer,9
389,Eduardo Molina,Consumer,9
390,Elena Romero,Consumer,9
391,Elida Sosa,Consumer,9
392,Elsa Ocampo,Consumer,9
393,Elvira Medina,Consumer,9
394,Emilio Barrionuevo,Consumer,9
395,Enrique Vargas,Consumer,9
396,Ernesto Palavecino,Consumer,9
397,Esteban Ferreyra,Consumer,9
398,Estela Paredes,Consumer,9
399,Esther Ibarra,Consumer,9
400,Felipe Chavez,Consumer,9
401,Felipe Mamani,Consumer,9
402,Felix Gimenez,Consumer,9
403,Francisca Blanco,Consumer,9
404,Francisca Carrizo,Consumer,9
405,Francisco Valdez,Consumer,9
406,Gabriela Moyano,Consumer,9
407,Gerardo Duarte,Consumer,9
408,Graciela Delgado,Consumer,9
409,Gregorio Maldonado,Consumer,9
410,Gustavo Moyano,Consumer,9
411,Humberto Robledo,Consumer,9
412,Irma Vega,Consumer,9
413,Jose Videla,Consumer,9
414,Josefa Roldan,Consumer,9
415,Julia Frias,Consumer,9
416,Julia Gauna,Consumer,9
417,Julia Soto,Consumer,9
418,Julio Torres,Consumer,9
419,Leonardo Acuña,Consumer,9
420,Leonardo Cortez,Consumer,9
421,Lucas Bustos,Consumer,9
422,Lucas Funes,Consumer,9
423,Mabel Cardozo,Consumer,9
424,Mabel Oviedo,Consumer,9
425,Mabel Vergara,Consumer,9
426,Manuel Ortega,Consumer,9
427,Manuel Zalazar,Consumer,9
428,Margarita Sosa,Consumer,9
429,Mariano Moyano,Consumer,9
430,Marisa Coronel,Consumer,9
431,Marisa Navarro,Consumer,9
432,Monica Carrizo,Consumer,9
433,Nancy Bravo,Consumer,9
434,Nancy Nuñez,Consumer,9
435,Natalia Oliva,Consumer,9
436,Nestor Barrionuevo,Consumer,9
437,Norma Cabral,Consumer,9
438,Norma Orellana,Consumer,9
439,Orlando Quiroga,Consumer,9
440,Orlando Toledo,Consumer,9
441,Oscar Acuña,Consumer,9
442,Osvaldo Arce,Consumer,9
443,Pablo Ramirez,Consumer,9
444,Patricia Quinteros,Consumer,9
445,Pedro Rodriguez,Consumer,9
446,Pedro Sosa,Consumer,9
447,Ramon Blanco,Consumer,9
448,Raul Vazquez,Consumer,9
449,Ricardo Barrios,Consumer,9
450,Rodolfo Lescano,Consumer,9
451,Romina Baez,Consumer,9
452,Romina Romano,Consumer,9
453,Roxana Moreno,Consumer,9
454,Ruben Ibañez,Consumer,9
455,Ruben Moyano,Consumer,9
456,Sandra Robledo,Consumer,9
457,Sebastian Robledo,Consumer,9
458,Sergio Cortez,Consumer,9
459,Sergio Ibarra,Consumer,9
460,Silvana Frias,Consumer,9
461,Silvina Oviedo,Consumer,9
462,Stella Bustamante,Consumer,9
463,Vanesa Aranda,Consumer,9
464,Vicente Delgado,Consumer,9
465,Yolanda Ortiz,Consumer,9
466,Felix Leiva,Consumer,10
467,Esther Avalos,Consumer,11
468,Esteban Correa,Consumer,12
469,Hernan Guerrero,Consumer,12
470,Julia Lucero,Consumer,12
471,Aldo Palavecino,Consumer,13
472,Alejandra Acevedo,Consumer,13
473,Alfredo Aquino,Consumer,13
474,Alfredo Cejas,Consumer,13
475,Alicia Gallardo,Consumer,13
476,Amalia Romero,Consumer,13
477,Andrea Roldan,Consumer,13
478,Andres Vazquez,Consumer,13
479,Angel Varela,Consumer,13
480,Armando Veron,Consumer,13
481,Beatriz Farias,Consumer,13
482,Blanca Gauna,Consumer,13
483,Carlos Ibarra,Consumer,13
484,Carlos Nuñez,Consumer,13
485,Carolina Hernandez,Consumer,13
486,Carolina Montenegro,Consumer,13
487,Celia Carrizo,Consumer,13
488,Claudia Bustos,Consumer,13
489,Cristian Mercado,Consumer,13
490,Cristina Escobar,Consumer,13
491,Delia Caceres,Consumer,13
492,Domingo Funes,Consumer,13
493,Edgardo Quintana,Consumer,13
494,Elba Bravo,Consumer,13
495,Elena Ponce,Consumer,13
496,Elena Zapata,Consumer,13
497,Elisa Garay,Consumer,13
498,Elvira Barrios,Consumer,13
499,Ernesto Aranda,Consumer,13
500,Estela Miranda,Consumer,13
501,Esther Tapia,Consumer,13
502,Felix Vargas,Consumer,13
503,Fernando Zarate,Consumer,13
504,Francisca Calderon,Consumer,13
505,Francisca Martin,Consumer,13
506,Francisco Marquez,Consumer,13
507,Francisco Villalba,Consumer,13
508,Gabriel Heredia,Consumer,13
509,Gloria Leiva,Consumer,13
510,Guillermo Burgos,Consumer,13
511,Hector Galarza,Consumer,13
512,Hernan Varela,Consumer,13
513,Isabel Rodriguez,Consumer,13
514,Jesus Jara,Consumer,13
515,Jose Albornoz,Consumer,13
516,Laura Hernandez,Consumer,13
517,Leandro Acevedo,Consumer,13
518,Leandro Ferreyra,Consumer,13
519,Lidia Morales,Consumer,13
520,Liliana Martinez,Consumer,13
521,Lorena Arce,Consumer,13
522,Lorena Lescano,Consumer,13
523,Lucia Alegre,Consumer,13
524,Luciano Miranda,Consumer,13
525,Luisa Cortez,Consumer,13
526,Manuel Veron,Consumer,13
527,Marcela Silva,Consumer,13
528,Marcelo Ayala,Consumer,13
529,Maria Baez,Consumer,13
530,Mariana Bazan,Consumer,13
531,Mariana Ortega,Consumer,13
532,Mariano Almiron,Consumer,13
533,Mariano Cardozo,Consumer,13
534,Mariano Zalazar,Consumer,13
535,Mariela Delgado,Consumer,13
536,Marisa Ruiz,Consumer,13
537,Marta Altamirano,Consumer,13
538,Martin Ibarra,Consumer,13
539,Martin Pacheco,Consumer,13
540,Mercedes Quinteros,Consumer,13
541,Miguel Mendoza,Consumer,13
542,Mirta Avalos,Consumer,13
543,Nancy Funes,Consumer,13
544,Nancy Santillan,Consumer,13
545,Nelida Zarate,Consumer,13
546,Nestor Navarro,Consumer,13
547,Nilda Zapata,Consumer,13
548,Nora Paredes,Consumer,13
549,Olga Rivero,Consumer,13
550,Orlando Cortez,Consumer,13
551,Ramon Franco,Consumer,13
552,Ricardo Jara,Consumer,13
553,Rita Gauna,Consumer,13
554,Rosa Sosa,Consumer,13
555,Ruben Avalos,Consumer,13
556,Sandra Aguilera,Consumer,13
557,Silvia Miño,Consumer,13
558,Silvina Barrios,Consumer,13
559,Teresa Ceballos,Consumer,13
560,Tomas Romero,Consumer,13
561,Valeria Galarza,Consumer,13
562,Veronica Lucero,Consumer,13
563,Victor Caballero,Consumer,13
564,Victor Miranda,Consumer,13
565,Viviana Chavez,Consumer,13
566,Adolfo Galarza,Consumer,14
567,Adriana Valenzuela,Consumer,14
568,Agustin Campos,Consumer,14
569,Agustin Cardozo,Consumer,14
570,Alberto Martinez,Consumer,14
571,Aldo Jara,Consumer,14
572,Alejandro Carrizo,Consumer,14
573,Alfredo Vazquez,Consumer,14
574,Amalia Mendez,Consumer,14
575,Andrea Lopez,Consumer,14
576,Angela Espindola,Consumer,14
577,Angela Santillan,Consumer,14
578,Angelica Gutierrez,Consumer,14
579,Angelica Lucero,Consumer,14
580,Anibal Aguilar,Consumer,14
581,Antonia Cabral,Consumer,14
582,Antonia Muñoz,Consumer,14
583,Blanca Blanco,Consumer,14
584,Carlos Aguilar,Consumer,14
585,Cecilia Fernandez,Consumer,14
586,Cecilia Rossi,Consumer,14
587,Celia Ledesma,Consumer,14
588,Daniela Arce,Consumer,14
589,David Rivas,Consumer,14
590,Delia Pacheco,Consumer,14
591,Diego Suarez,Consumer,14
592,Domingo Martin,Consumer,14
593,Domingo Morales,Consumer,14
594,Domingo Paz,Consumer,14
595,Edgardo Delgado,Consumer,14
596,Edgardo Paz,Consumer,14
597,Elba Almiron,Consumer,14
598,Elisa Mercado,Consumer,14
599,Estela Bazan,Consumer,14
600,Eva Barrionuevo,Consumer,14
601,Eva Ruiz,Consumer,14
602,Gabriel Ortiz,Consumer,14
603,Gabriela Escobar,Consumer,14
604,Gladys Paredes,Consumer,14
605,Gladys Pereira,Consumer,14
606,Gloria Aguirre,Consumer,14
607,Graciela Alegre,Consumer,14
608,Gregorio Ortega,Consumer,14
609,Guillermo Aranda,Consumer,14
610,Guillermo Medina,Consumer,14
611,Haydee Leiva,Consumer,14
612,Hernan Ayala,Consumer,14
613,Hilda Tapia,Consumer,14
614,Humberto Bazan,Consumer,14
615,Humberto Palavecino,Consumer,14
616,Ines Paez,Consumer,14
617,Julio Andrada,Consumer,14
618,Leandro Vergara,Consumer,14
619,Leonardo Alegre,Consumer,14
620,Lidia Mendez,Consumer,14
621,Liliana Ramos,Consumer,14
622,Liliana Veron,Consumer,14
623,Lucas Aquino,Consumer,14
624,Luciano Almiron,Consumer,14
625,Luisa Jara,Consumer,14
626,Manuel Correa,Consumer,14
627,Marcela Sanchez,Consumer,14
628,Marcos Fuentes,Consumer,14
629,Maria Robledo,Consumer,14
630,Mariana Dominguez,Consumer,14
631,Mariano Galarza,Consumer,14
632,Mario Gonzalez,Consumer,14
633,Mario Roldan,Consumer,14
634,Marta Paz,Consumer,14
635,Marta Vera,Consumer,14
636,Mercedes Reyes,Consumer,14
637,Mirta Cardozo,Consumer,14
638,Mirta Ramirez,Consumer,14
639,Monica Gomez,Consumer,14
640,Nancy Ramirez,Consumer,14
641,Nancy Rojas,Consumer,14
642,Natalia Segovia,Consumer,14
643,Nilda Franco,Consumer,14
644,Orlando Villegas,Consumer,14
645,Oscar Diaz,Consumer,14
646,Pablo Monzon,Consumer,14
647,Paula Martinez,Consumer,14
648,Paula Silva,Consumer,14
649,Pedro Brizuela,Consumer,14
650,Roberto Mercado,Consumer,14
651,Roxana Villalba,Consumer,14
652,Silvia Delgado,Consumer,14
653,Silvina Coria,Consumer,14
654,Silvina Rivas,Consumer,14
655,Sonia Castro,Consumer,14
656,Sonia Gauna,Consumer,14
657,Stella Navarro,Consumer,14
658,Valeria Fuentes,Consumer,14
659,Vanesa Farias,Consumer,14
660,Vicente Cabral,Consumer,14
661,Viviana Palacios,Consumer,14
662,Walter Quintana,Consumer,14
663,Yolanda Palavecino,Consumer,14
664,Griselda Zalazar,Consumer,15
665,Gregorio Gutierrez,Consumer,16
666,Adolfo Mamani,Consumer,17
667,Agustin Nuñez,Consumer,17
668,Aldo Ocampo,Consumer,17
669,Alejandra Mendez,Consumer,17
670,Alejandro Gil,Consumer,17
671,Ana Lescano,Consumer,17
672,Angel Aguilera,Consumer,17
673,Angel Barrionuevo,Consumer,17
674,Angelica Miranda,Consumer,17
675,Angelica Perez,Consumer,17
676,Carlos Duarte,Consumer,17
677,Carolina Tapia,Consumer,17
678,Catalina Bazan,Consumer,17
679,Catalina Silva,Consumer,17
680,Cecilia Nieto,Consumer,17
681,Clara Morales,Consumer,17
682,Claudia Silva,Consumer,17
683,Claudio Rodriguez,Consumer,17
684,Cristina Gimenez,Consumer,17
685,Cristina Nieva,Consumer,17
686,Cristina Valdez,Consumer,17
687,Daniel Miranda,Consumer,17
688,Daniela Diaz,Consumer,17
689,Daniela Rosales,Consumer,17
690,Elena Videla,Consumer,17
691,Elsa Nieva,Consumer,17
692,Ernesto Jara,Consumer,17
693,Ernesto Nuñez,Consumer,17
694,Esther Nieto,Consumer,17
695,Eva Garay,Consumer,17
696,Fernando Franco,Consumer,17
697,Gabriela Olivera,Consumer,17
698,Gabriela Romano,Consumer,17
699,Gerardo Zalazar,Consumer,17
700,Graciela Bravo,Consumer,17
701,Graciela Toledo,Consumer,17
702,Griselda Baez,Consumer,17
703,Griselda Soto,Consumer,17
704,Griselda Zapata,Consumer,17
705,Haydee Cejas,Consumer,17
706,Ignacio Mansilla,Consumer,17
707,Ines Oliva,Consumer,17
708,Isabel Barrionuevo,Consumer,17
709,Javier Orellana,Consumer,17
710,Jesus Chavez,Consumer,17
711,Jesus Oliva,Consumer,17
712,Jose Alegre,Consumer,17
713,Josefa Alarcon,Consumer,17
714,Laura Varela,Consumer,17
715,Lucas Godoy,Consumer,17
716,Luis Herrera,Consumer,17
717,Marcela Campos,Consumer,17
718,Margarita Leguizamon,Consumer,17
719,Mariana Leiva,Consumer,17
720,Mariano Alarcon,Consumer,17
721,Mariela Herrera,Consumer,17
722,Marina Heredia,Consumer,17
723,Mauricio Saavedra,Consumer,17
724,Mauricio Soto,Consumer,17
725,Miguel Delgado,Consumer,17
726,Miguel Velazquez,Consumer,17
727,Miriam Guerrero,Consumer,17
728,Nancy Ponce,Consumer,17
729,Natalia Navarro,Consumer,17
730,Nestor Nieva,Consumer,17
731,Nicolas Leguizamon,Consumer,17
732,Nicolas Morales,Consumer,17
733,Nilda Torres,Consumer,17
734,Noemi Acevedo,Consumer,17
735,Noemi Romero,Consumer,17
736,Olga Acevedo,Consumer,17
737,Olga Garcia,Consumer,17
738,Omar Segovia,Consumer,17
739,Orlando Mansilla,Consumer,17
740,Orlando Muñoz,Consumer,17
741,Oscar Coronel,Consumer,17
742,Osvaldo Avalos,Consumer,17
743,Osvaldo Cordoba,Consumer,17
744,Paola Aguero,Consumer,17
745,Paola Ibarra,Consumer,17
746,Pedro Pereira,Consumer,17
747,Raquel Alonso,Consumer,17
748,Ricardo Medina,Consumer,17
749,Rosa Cardozo,Consumer,17
750,Rosana Ramos,Consumer,17
751,Sandra Delgado,Consumer,17
752,Silvina Paz,Consumer,17
753,Tomas Valdez,Consumer,17
754,Veronica Castillo,Consumer,17
755,Vicente Ocampo,Consumer,17
756,Victor Coria,Consumer,17
757,Victor Sotelo,Consumer,17
758,Viviana Altamirano,Consumer,17
759,Viviana Pacheco,Consumer,17
760,Adolfo Garcia,Consumer,18
761,Adolfo Gutierrez,Consumer,18
762,Adolfo Toledo,Consumer,18
763,Adrian Mendez,Consumer,18
764,Adrian Peralta,Consumer,18
765,Alejandro Heredia,Consumer,18
766,Alejandro Vazquez,Consumer,18
767,Amalia Alvarez,Consumer,18
768,Amalia Rodriguez,Consumer,18
769,Ana Bustos,Consumer,18
770,Angela Correa,Consumer,18
